FID,osm_id,amenity,name,short_name,official_name,alt_name,old_name,operator,operator-type,emergency,capacity,wheelchair,ref-FR-FINESS,type-FR-FINESS,ref-FR-NAF,ref-FR-SIRET,contact-website,url,phone,contact-phone,fax,contact-fax,email,contact-email,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,wikidata,wikipedia,description,opening_hours,source,note,osm_type,osm_version,osm_timestamp,healthcare-speciality,the_geom,osm_original_geom
france_hospitals_point.897730684,897730684,hospital,Hôpital Local de Saint-Pierre-de-Bœuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDTopo IGN,,way,1,2021-01-20T21:39:29Z,,POINT (528457.0839859325 5681704.357541859),"SRID=3857;POLYGON((528367.432226444 5681787.89658836,528391.388180863 5681741.68148298,528456.075936963 5681601.54783664,528470.469547122 5681602.89496033,528490.273284534 5681612.72104516,528522.48914517 5681631.45403029,528542.771556392 5681653.10319724,528538.073873881 5681657.92117416,528518.871261719 5681690.45843481,528501.81711573 5681723.3920318,528477.360223602 5681774.47262887,528460.550980492 5681785.1388902,528395.139647702 5681798.23003959,528367.432226444 5681787.89658836))"
france_hospitals_point.182399557,182399557,hospital,Hôpital Psychiatrique,,,,,,,,,,720007889,292,,,,,,,,,,,,,,,,,,,,,,way,6,2022-12-08T11:07:44Z,,POINT (18089.90698552389 6100059.92967262),"SRID=3857;POLYGON((17698.9752718986 6100053.75936877,17764.7205631611 6100028.19282802,17859.6649568587 6100015.59244126,17911.3283325359 6099996.17657807,17932.0114939253 6099998.98589118,17955.0991563158 6099996.80825786,17942.9096720739 6099971.12552492,17928.9056801321 6099971.72395666,17898.0479172842 6099956.9792757,17846.9522710101 6099971.40811769,17836.5884264173 6099959.53922977,17846.0505831347 6099937.29757641,17841.7536507901 6099914.75676676,17819.4452248351 6099909.27118044,17803.1703152811 6099921.22311392,17792.1942134889 6099908.63950709,17814.1352851243 6099840.85125274,17793.051373568 6099836.03062727,17759.0210052325 6099810.98004124,17740.2970668811 6099813.87240776,17778.2792771398 6099697.89592297,17864.4405630138 6099591.1796582,17918.9091898589 6099561.57527203,17972.4761288286 6099632.03753562,17961.5445548327 6099672.39693166,17981.8492299534 6099694.20571224,18006.6512125022 6099686.99152107,18045.501714789 6099630.24231154,18123.0134762284 6099653.29767159,18155.4408438964 6099661.06037705,18129.5813261852 6099677.15097514,18129.8818888103 6099715.13354994,18119.1395579488 6099745.50310806,18147.4147086103 6099775.55694179,18170.9699128621 6099777.5018008,18205.1227326375 6099769.47302669,18220.1174680473 6099757.62104053,18237.9731143706 6099753.91418146,18346.1422635744 6099759.31655508,18346.3315067087 6099767.87724639,18352.0421965864 6099770.91920284,18398.8297785669 6099771.10205271,18398.4512922982 6099777.6181599,18459.2428662204 6099777.0862326,18459.5100329983 6099815.26872298,18450.637869582 6099870.95528886,18445.7954717325 6099883.58870927,18427.7728461731 6099950.03083279,18425.0789144959 6099968.05025137,18410.5628528965 6100099.58982772,18400.6108904196 6100198.8484356,18383.1114664668 6100342.79290982,18359.2223037426 6100342.19445222,18352.0755924337 6100360.13157437,18352.6878496331 6100364.05480534,18349.6710914326 6100367.5790652,18339.8193164973 6100373.54703684,18328.5649159781 6100375.40891185,18254.6376421423 6100417.55056578,18146.5575485311 6100569.82745711,18118.9837106617 6100608.67844567,18084.5525921593 6100614.59671181,18072.1738647831 6100612.45217108,18034.3697657097 6100565.92075639,18026.4883457615 6100553.55231988,18005.2597188672 6100500.03908812,17970.5280377397 6100429.63619857,17947.3290558584 6100394.45990612,17922.4602816152 6100378.36796403,17944.4347490978 6100357.82085867,17957.6929004513 6100345.25323593,18006.9851709745 6100323.95813938,18020.5104891059 6100349.40919379,18028.0134227854 6100336.89145479,18014.766403381 6100309.01336857,18005.5491495433 6100272.24169617,17979.4335970032 6100262.28411396,17959.4517484058 6100254.93645636,17938.0784061735 6100238.31281984,17877.6987143672 6100326.71768833,17864.473958861 6100342.9259004,17846.9745349083 6100340.44895114,17825.178178611 6100321.43132424,17803.5933293461 6100277.11243758,17779.436999844 6100237.79748762,17771.6780313357 6100188.52522096,17763.0062430029 6100175.06017702,17729.0315344128 6100183.38855356,17698.9752718986 6100053.75936877))"
france_hospitals_point.737878761,737878761,hospital,Hopital d'Auxonne,,,,,,,,,,210987640,,,,,,,,,,,,,5,Rue du Château,,,Q92063309,,,,Le ministère des solidarités et de la santé - 03/2019,,way,3,2022-08-30T22:16:52Z,,POINT (599483.2339780201 5973481.349493636),"SRID=3857;POLYGON((599379.760668039 5973542.12211711,599386.328517996 5973478.65987198,599392.606937276 5973420.29270753,599396.480855556 5973412.38048946,599400.811183748 5973406.56509569,599409.171277506 5973399.84873024,599423.50922792 5973392.9685564,599494.564458894 5973371.62367073,599534.127405922 5973364.31760526,599538.457734114 5973367.15157163,599595.93198721 5973531.88359759,599556.001685863 5973559.14265864,599489.043012151 5973598.85192455,599483.221002782 5973593.16745993,599455.903199741 5973577.57206024,599379.760668039 5973542.12211711))"
france_hospitals_point.560209276,560209276,hospital,Clinique Ambroise Paré,,,,,Elsan,private,,,,540000445,128,,,,,+33 8 26 66 66 56,,+33 3 83 98 75 44,,,,,,,,,,,,,,,way,3,2022-08-12T15:46:41Z,,POINT (683615.37134463 6224508.100260151),"SRID=3857;POLYGON((683539.288326639 6224533.69491194,683549.652171232 6224500.43248718,683553.481561715 6224487.32658786,683557.066049318 6224486.48322308,683555.707951531 6224480.44473376,683558.034528888 6224473.02313266,683561.574488695 6224461.65460174,683567.986491365 6224440.57057134,683569.634019829 6224435.15620078,683573.808500734 6224432.03577071,683578.662030532 6224429.79243522,683581.645392886 6224429.57316186,683683.313483827 6224451.28125224,683685.551005592 6224452.84990427,683685.918359912 6224454.89083908,683655.82870155 6224601.46834906,683580.509934079 6224567.21047885,683539.288326639 6224533.69491194))"
france_hospitals_point.561868812,561868812,hospital,Centre hospitalier d'Altkirch,,,Hôpital Saint-Morand,,,public,,,,680000544,355,,,,,+33 3 89 08 30 30,,+33 3 89 08 30 11,,,,,23,Rue du 3e Zouaves,Altkirch,68130,,,,,,,way,2,2020-04-03T08:19:52Z,,POINT (807296.7593417453 6044536.20759533),"SRID=3857;POLYGON((806983.631265421 6044495.71838082,807006.61874027 6044457.16929636,807064.994681242 6044331.61344584,807075.592296766 6044333.39717837,807105.592899534 6044341.01107783,807162.922437293 6044355.495673,807211.290756043 6044374.45616042,807270.56838489 6044398.80095879,807302.216516123 6044414.17752557,807354.013475189 6044442.68453062,807408.804928557 6044472.54596709,807483.299931796 6044515.24073346,807553.921016755 6044571.2314821,807587.439315433 6044597.79005266,807484.802744922 6044757.68824792,807474.049282111 6044764.85656609,807462.549978712 6044763.5186998,807250.408425107 6044623.62197454,807163.278659664 6044569.08433755,807125.22965771 6044540.24658636,807088.805920323 6044520.69114437,807059.540026193 6044511.12815297,806983.631265421 6044495.71838082))"
france_hospitals_point.673936038,673936038,hospital,Maison de santé de l'Epte,,,,,,,no,,,270027774,603,,,,,,,,,,,,2,Rue de Gisors,Château-sur-Epte,27420,,,,,,,way,2,2020-02-29T15:30:20Z,general,POINT (185788.45466152468 6310368.943513873),"SRID=3857;POLYGON((185774.875425359 6310339.10377418,185790.46015407 6310335.11655511,185792.15221033 6310341.71080305,185789.781105176 6310342.30718231,185794.601239128 6310361.20390723,185797.428754194 6310360.47121106,185800.078158074 6310370.84823943,185796.1374481 6310371.87060745,185800.746075019 6310389.8813444,185805.043007364 6310388.79081619,185806.534688541 6310394.61832797,185801.814742131 6310395.82813355,185801.402860015 6310394.20937964,185793.465780321 6310396.23708195,185793.877662437 6310397.85583625,185784.6604086 6310400.20729042,185782.211379802 6310390.63108263,185784.6604086 6310390.00062093,185781.120448792 6310376.11343606,185778.649156097 6310376.74389671,185775.988620267 6310366.34982162,185781.476671163 6310364.93554682,185774.875425359 6310339.10377418))"
france_hospitals_point.372115811,372115811,hospital,Hôpital du Vésinet,,,,,,,,,,780000352,,,,,,,,,,,,,,,,,Q3145331,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2012,,way,14,2022-11-13T16:41:27Z,,POINT (237043.00724659822 6254801.149611636),"SRID=3857;POLYGON((236711.279167892 6254878.58749995,236712.815376865 6254855.97189578,236720.941699693 6254834.98141902,236779.595939392 6254793.52538031,236872.191491833 6254729.31885781,236874.440145547 6254673.1025792,236884.08041345 6254647.37288032,236901.702288843 6254622.1680077,236948.467606925 6254590.20921732,236969.518122634 6254584.43701223,236997.103092453 6254579.91742916,237018.342851296 6254579.62966552,237041.018631571 6254585.23259451,237066.488531064 6254593.6454586,237086.548303305 6254603.09089745,237246.44761988 6254537.31159051,237287.157157663 6254605.81619628,237290.407686795 6254612.14701807,237297.899488525 6254634.47420544,237294.114625838 6254685.64583575,237280.934398128 6254724.40986347,237268.867365326 6254753.38989883,237333.75549651 6254869.37874365,237212.528571036 6254952.90117557,237219.619622599 6254967.51006825,237209.255778006 6254973.29946259,237191.956729137 6254985.26760906,237177.752362112 6254994.96740637,237165.028544314 6255004.39636484,237151.503226183 6254984.23499604,237032.836648997 6255063.01865287,236947.588182948 6254947.11179518,236910.463132768 6254968.15333409,236868.863039059 6254979.71519954,236810.620681476 6254981.47571924,236756.563936746 6254968.00098165,236719.205115636 6254954.79711387,236712.87103661 6254893.48403869,236711.279167892 6254878.58749995))"
france_hospitals_point.1058537552,1058537552,hospital,Cap vers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,1,2022-05-09T11:43:11Z,psychiatry,POINT (236690.20371992665 6246526.165761311),"SRID=3857;POLYGON((236675.245048722 6246525.19932257,236678.718216835 6246518.85763154,236681.946482068 6246520.6671269,236684.863052726 6246515.28937548,236689.950353456 6246517.84296142,236691.174867854 6246515.3231978,236708.006374862 6246524.64125357,236702.919074133 6246534.09460918,236691.397506836 6246527.82055624,236685.06342781 6246539.60766222,236676.725597949 6246534.99090284,236680.477064789 6246528.05731287,236675.245048722 6246525.19932257))"
france_hospitals_point.424800569,424800569,hospital,Clinique Saint-Charles,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,way,5,2021-12-20T11:43:12Z,,POINT (537385.2369745992 5743559.411825674),"SRID=3857;POLYGON((537292.817491216 5743487.26363642,537302.647002253 5743489.56169171,537433.859286051 5743520.20248557,537437.031891539 5743520.93658922,537462.969332894 5743526.57003878,537474.468636293 5743529.07556849,537475.771074335 5743529.36282672,537472.765448084 5743564.47223549,537489.697142633 5743570.9196147,537487.715655697 5743576.31371277,537488.394704591 5743576.50521927,537489.262996619 5743578.11706581,537486.390953757 5743587.24554877,537484.77682114 5743588.04349353,537474.346184853 5743584.75596158,537472.954691218 5743589.47979428,537470.238495642 5743588.72972608,537467.577959812 5743587.96369905,537465.407229742 5743595.01753377,537452.483036861 5743627.49397162,537448.119312822 5743626.13745956,537413.832909658 5743616.84934724,537409.669560702 5743615.71626204,537410.548984679 5743612.38084305,537382.986278759 5743604.94398034,537379.57990234 5743616.16311253,537373.034316282 5743614.34379283,537351.182300239 5743608.45494479,537348.121014242 5743607.62508034,537342.744282837 5743606.20473559,537337.957544733 5743604.92802141,537333.259862221 5743603.79493772,537319.968315021 5743600.15630376,537323.920156944 5743587.69239783,537316.361563519 5743587.85198678,537294.609735018 5743588.02753463,537294.186720953 5743564.69565944,537293.986345869 5743553.85960414,537293.85276248 5743546.71004911,537293.752574939 5743541.28405135,537303.815856906 5743543.75766757,537305.46338537 5743542.52883878,537305.22961444 5743529.2191976,537303.938308346 5743529.25111518,537303.515294281 5743504.13201439,537303.348315045 5743494.38122625,537292.862019012 5743491.66824291,537292.817491216 5743487.26363642))"
france_hospitals_point.710315294,710315294,hospital,Clinique Océane,,,,,,,no,,,560008799,365,,,,,,,,,,,,,,,,,,,,,,way,4,2021-07-30T15:04:00Z,,POINT (-308964.7040226637 6053731.805871875),"SRID=3857;POLYGON((-309094.028464795 6053543.62534785,-309087.750045515 6053517.63444336,-308981.76275833 6053496.14075198,-308971.309858145 6053551.97485987,-308870.087045166 6053554.96745922,-308851.574613847 6053551.08204038,-308832.171626602 6053623.33458337,-308828.887701624 6053676.78862766,-308835.154988956 6053909.37461838,-308858.142463804 6053938.93814084,-309083.57556461 6053930.58825427,-309094.028464795 6053543.62534785))"
france_hospitals_point.442520029,442520029,hospital,Hôpital Local du Pays de Gex,,,,,,,,,,010000081,106,,,,,+33 4 50 40 38 38,,,,,,,,,,,Q90324601,,,,Le ministère des solidarités et de la santé - 10/2018,,way,5,2021-11-04T09:51:56Z,,POINT (674401.3369095647 5832100.163148375),"SRID=3857;POLYGON((674226.054823994 5832009.17166791,674236.886210448 5831982.46258513,674264.382124674 5831968.77763682,674275.402754262 5831963.29721589,674304.022995345 5831951.48208471,674346.090630916 5831929.97955371,674349.073993269 5831934.52506189,674355.641843226 5831930.57595004,674372.228447354 5831961.66920916,674401.193778859 5831997.56602152,674440.378239618 5832032.65702962,674585.861682136 5832140.59055998,674522.743530856 5832214.91652343,674461.729317952 5832286.74459492,674413.839673013 5832234.71109515,674406.13636425 5832225.53917488,674359.115011339 5832173.61887109,674305.514676522 5832117.00819587,674298.579472246 5832105.99881576,674238.55600281 5832037.92794644,674230.763638454 5832019.55228679,674226.054823994 5832009.17166791))"
france_hospitals_point.42977266,42977266,hospital,Centre Hospitalier Universitaire Nancy Saint-Stanislas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,10,2022-10-28T08:56:02Z,,POINT (688736.5432177287 6221770.346351898),"SRID=3857;POLYGON((688628.548278929 6221767.59024514,688634.982545497 6221754.40425414,688640.247957412 6221743.61266549,688655.309484516 6221712.75554234,688668.768010953 6221685.20342988,688813.026939072 6221755.95554614,688828.088466176 6221774.46990076,688827.119986606 6221776.72939671,688830.671078363 6221778.70224068,688839.276075001 6221793.25408686,688825.962263902 6221820.63792991,688821.943630285 6221828.81600361,688819.82855996 6221833.33502504,688809.164152741 6221855.17137513,688771.493637057 6221837.93835903,688769.846108593 6221837.14584348,688769.968560033 6221836.70743065,688743.953195035 6221823.79112441,688735.381594244 6221819.50817602,688691.221152246 6221797.58760787,688690.820402079 6221798.16091431,688681.480696801 6221793.60818771,688669.024045782 6221787.53788939,688659.984903129 6221783.12006388,688649.687850231 6221778.12893554,688628.548278929 6221767.59024514))"
france_hospitals_point.149900875,149900875,hospital,Clinique La Mare,,,,,,,,,,270025984,161,,,,,,,,,,,,,,,,,,,,,,way,3,2020-02-29T15:38:15Z,psychiatry,POINT (130628.25761760288 6325538.152516203),"SRID=3857;POLYGON((130477.118748884 6325488.78992364,130717.613376793 6325472.04418044,130770.022593059 6325523.57884225,130767.762807396 6325586.20950043,130523.939726711 6325607.12063077,130477.118748884 6325488.78992364))"
france_hospitals_point.1021755168,1021755168,hospital,Centre hospitalier de Tonneins,,,,,,,,,,470000555,355,,,,,,,,,,,,,,,,,,,,,,way,1,2022-01-16T20:22:19Z,,POINT (33772.74140908339 5526405.808473802),"SRID=3857;POLYGON((33665.3071973963 5526401.2705849,33666.7543507766 5526395.66226115,33675.4372710585 5526361.70081885,33682.1164405061 5526334.74985604,33690.3540828248 5526314.49773989,33695.0295014381 5526303.12541746,33725.6423614062 5526318.23658871,33742.2289655344 5526327.42793193,33747.2383426201 5526329.4531444,33765.4947391102 5526342.22757184,33772.7305060118 5526347.36850501,33812.6385434612 5526378.47900183,33808.7534932325 5526383.10585995,33822.6016378872 5526391.47159927,33828.8021335243 5526394.08881539,33855.2182486896 5526415.60298347,33869.9124214743 5526427.75438252,33891.9091528551 5526445.85688139,33892.8108407305 5526455.43782262,33879.3745781917 5526470.59598273,33866.4615172597 5526485.39585504,33852.8694074339 5526500.30480333,33842.7949935171 5526501.72247889,33828.7242098808 5526492.71790601,33813.8073981145 5526483.21481971,33772.9531449934 5526457.35401208,33753.5835535953 5526445.98151146,33715.5568155404 5526423.50139101,33693.5823480578 5526413.7335389,33665.3071973963 5526401.2705849))"
france_hospitals_point.616666876,616666876,hospital,Centre hospitalier de Charlieu,,,,,,,,,,420000036,,,,,,,,,,,,,,,,,Q92063129,,,,Le ministère des solidarités et de la santé - 03/2019,,way,11,2022-11-30T21:01:43Z,,POINT (463632.2980076186 5805970.935079513),"SRID=3857;POLYGON((463510.448236569 5806038.00108562,463511.76180656 5806033.67781858,463529.439341698 5805975.4987429,463535.183427423 5805950.73257298,463552.660587478 5805884.35765104,463555.187539919 5805878.53982449,463562.378779024 5805880.40409999,463560.553139375 5805887.47549337,463595.718966516 5805896.23438619,463620.153594746 5805902.30936649,463636.127941674 5805837.91157338,463729.413674959 5805908.40042236,463759.725972302 5805990.36490677,463736.437934828 5806015.88655232,463713.628571165 5806004.57216133,463700.003065492 5805997.82210542,463666.117412494 5806088.28935447,463598.724592768 5806066.5122007,463566.987405943 5806056.27454621,463510.448236569 5806038.00108562))"
france_hospitals_point.801876315,801876315,hospital,Centre hospitalier de Montier-en-Der,,,,,,public,no,,,520000050,106,,,,,+33 3 25 04 22 20,,,,,,,,,,,Q92062490,,,,,,way,2,2022-08-18T20:49:48Z,,POINT (531526.9667285958 6186469.250048455),"SRID=3857;POLYGON((531420.680956024 6186419.23581209,531447.553481101 6186390.13539217,531504.126046322 6186317.57788247,531560.041826548 6186363.18442832,531548.987801112 6186375.57682354,531552.950774984 6186377.96127021,531562.947265257 6186386.77701196,531566.754391843 6186396.46594245,531579.24443871 6186414.26539288,531584.721357657 6186423.46738749,531606.996387764 6186437.08568608,531612.963112471 6186583.0933502,531486.960580842 6186598.1728352,531477.632007514 6186509.92968001,531420.680956024 6186419.23581209))"
france_hospitals_point.205198948,205198948,hospital,Hôpital local d’Uzès,,,,,,,,,,300000064,106,,,,,+33 4 66637100,,,,,,,,,Uzès,30700,Q92061582,,,,Bing,,way,5,2022-08-18T20:49:33Z,,POINT (491797.56921636156 5466100.620298372),"SRID=3857;POLYGON((491630.029909677 5466069.43139004,491634.170994734 5466056.63250913,491642.219393919 5466048.47652058,491653.852280706 5466042.00744941,491766.630056829 5466027.92408059,491803.866426499 5466015.28001951,491905.612441084 5466003.8276414,491913.571784676 5466008.22287672,491920.095106837 5466069.05995914,491911.34539486 5466083.51482253,491909.53088716 5466087.01246955,491922.933753852 5466191.77225843,491811.324832382 5466196.80212029,491742.740894105 5466199.46407907,491735.727766185 5466135.76299819,491729.070860635 5466132.68319523,491710.580693215 5466128.4426642,491687.604350315 5466127.59146295,491646.371610925 5466134.58679192,491630.029909677 5466069.43139004))"
france_hospitals_point.-1889322,-1889322,hospital,Centre Antoine Lacassagne,,,,,,,no,,,060000528,131,,,,,+33 4 92 03 10 00,,,,,,,33,Avenue de Valombrose,,06000,Q30281485,,,,,,way,10,2020-04-20T21:20:40Z,oncology,POINT (810481.7403042669 5422928.504131544),"SRID=3857;POLYGON((810421.789398317 5422960.67641998,810421.822794164 5422960.36834053,810421.911849757 5422960.07566506,810422.045433146 5422959.73677768,810422.179016535 5422959.47491018,810422.457315262 5422959.043599,810449.56361127 5422932.00967113,810459.871796117 5422907.9795795,810477.560463204 5422869.83963948,810480.621749201 5422886.99951222,810474.944455171 5422898.12109848,810475.022378814 5422906.90130763,810488.603356691 5422906.59322997,810488.158078728 5422889.80301331,810488.046759237 5422881.33089723,810486.710925347 5422881.17685882,810486.376966875 5422867.00533682,810488.937315163 5422863.77053594,810489.605232108 5422863.00034542,810489.382593127 5422862.53823114,810489.493912617 5422862.07611688,810489.716551599 5422861.61400265,810490.050510071 5422860.99785037,810490.718427016 5422860.53573619,810491.27502447 5422859.91958399,810492.165580396 5422859.76554594,810493.501414286 5422861.45996457,810494.05801174 5422862.07611688,810494.391970212 5422861.9220788,810494.837248175 5422861.61400265,810495.839123593 5422861.3059265,810496.507040537 5422861.15188844,810497.174957482 5422861.3059265,810497.731554936 5422861.3059265,810498.28815239 5422861.61400265,810498.733430353 5422861.9220788,810501.405098132 5422861.9220788,810513.76156161 5422861.61400265,810514.986076009 5422909.21189037,810516.54454888 5422909.0578515,810517.435104806 5422947.41360893,810508.863504015 5422947.72168795,810509.453497316 5422980.36271821,810504.856002347 5422977.75944162,810489.493912617 5422977.91348164,810489.427120923 5422973.97005808,810457.890309181 5422976.01878964,810423.859940846 5422962.74055256,810423.025044665 5422962.43247304,810422.524106956 5422962.17060546,810422.245808229 5422961.92414186,810422.023169248 5422961.63146634,810421.889585859 5422961.32338686,810421.800530266 5422960.98449944,810421.789398317 5422960.67641998),(810477.026129648 5422937.09296776,810477.694046593 5422962.04737366,810490.273149053 5422961.73929416,810489.939190581 5422948.64592506,810484.595855022 5422948.79996459,810484.373216041 5422936.93892843,810477.026129648 5422937.09296776))"
france_hospitals_point.478594626,478594626,hospital,Hôpital privé Clairval,,,,,Ramsay Santé,private,no,,,130784051,365,,,,,+33 4 28 630 630,,+33 4 91 26 73 76,,,,,,,,,,,,,,,way,11,2020-03-23T22:55:48Z,intensive,POINT (604219.9893605295 5349882.062236504),"SRID=3857;POLYGON((604026.303005444 5349915.78022866,604068.626675844 5349911.14946721,604077.843929682 5349909.07097438,604092.805269244 5349901.97964937,604107.065296015 5349890.77720082,604155.656253746 5349837.48551903,604175.515650904 5349805.98748175,604194.172797561 5349781.19870834,604199.404813628 5349773.66427919,604204.147023936 5349769.53792099,604210.002429152 5349766.64947133,604217.093480715 5349765.97702815,604269.424773337 5349778.95213349,604297.332569679 5349787.6174966,604302.965335913 5349791.30066043,604314.353319821 5349798.74340674,604329.860124889 5349811.51988039,604336.082884424 5349818.51943918,604343.173935988 5349830.47066307,604349.441223319 5349845.38679012,604354.662107437 5349866.59952017,604363.311631872 5349937.22236531,604354.962670063 5349946.01014051,604347.036722318 5349954.2782983,604345.934659359 5349955.42453148,604333.83423071 5349958.28247348,604322.190211973 5349957.82398006,604292.490171829 5349948.85279652,604283.005751214 5349950.44223897,604263.524840325 5349947.14108957,604252.548738533 5349949.96846282,604237.542871174 5349948.19562328,604222.314364833 5349943.47314716,604207.464344761 5349943.02993755,604174.324532352 5349943.33559935,604132.846890083 5349956.60133102,604090.044545873 5349970.27972622,604042.232824577 5349973.81013092,604034.58517556 5349959.0007799,604030.11013203 5349951.16054478,604026.303005444 5349915.78022866))"
france_hospitals_point.188858534,188858534,hospital,Clinique Villette,,,,,,,no,,,590813382,365,,34985974400022,,,+33328237700,,+33328237798,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,way,4,2022-05-06T08:55:54Z,,POINT (266542.08010875795 6627194.643409268),"SRID=3857;POLYGON((266435.074890872 6627245.06236999,266436.021106544 6627225.09490284,266452.229224404 6627202.59615722,266472.22220495 6627174.98173082,266489.343142634 6627155.45697133,266516.371514999 6627124.46173235,266553.819391702 6627074.20756462,266579.823624751 6627054.13430575,266592.881401021 6627059.42698564,266597.779458616 6627061.35642498,266599.772077501 6627062.17068392,266627.045352745 6627072.93307053,266646.225701009 6627080.26141423,266644.333269666 6627083.8370819,266639.424080122 6627093.16568754,266631.375680937 6627108.07023697,266628.993443834 6627112.90271547,266626.611206731 6627119.27521893,266622.39219803 6627140.16290388,266617.059994421 6627165.24589752,266616.247362138 6627168.82160223,266611.783450558 6627182.04464257,266607.942928125 6627194.50653678,266602.766571803 6627218.81082527,266596.143062101 6627249.18686172,266591.289532303 6627272.41150626,266590.632747307 6627276.76613443,266589.207857825 6627279.72232642,266587.304294532 6627284.07695847,266580.858896015 6627291.35238547,266573.79010835 6627300.04396243,266569.537703802 6627306.39890946,266567.166598648 6627310.43492295,266565.741709166 6627313.24951247,266557.648782185 6627312.55914137,266548.631903431 6627311.69175212,266541.162365598 6627311.47933027,266536.642794272 6627312.22280675,266531.499833798 6627313.74516356,266526.969130522 6627315.26752065,266518.430925578 6627312.86007236,266499.016806384 6627307.23089454,266490.022191528 6627303.42500606,266480.393055574 6627299.74303192,266475.272358998 6627297.8312383,266471.242593431 6627296.07876121,266468.147911587 6627294.34398627,266465.364924317 6627291.98964945,266463.505888821 6627290.09555941,266461.190443413 6627288.20146981,266459.487255203 6627286.62601245,266449.657744166 6627270.78294672,266435.074890872 6627245.06236999))"
france_hospitals_point.243946905,243946905,hospital,Centre de Post-Cure,,,,,,,,,,800000382,292,,,,,,,,,,,,,,,,,,,,,,way,2,2020-04-10T17:04:55Z,,POINT (253496.90564838384 6423277.218602238),"SRID=3857;POLYGON((253379.625198179 6423222.9846119,253519.364554972 6423176.40646926,253578.842558903 6423191.48345915,253612.527836817 6423326.90126455,253433.626283163 6423391.75268183,253379.625198179 6423222.9846119))"
france_hospitals_point.264259342,264259342,hospital,Centre Medical le Schimmel,,,,,,,,,,680000072,109,,,,,,,,,,,,,,,,,,,,,,way,13,2022-03-08T22:38:52Z,,POINT (777506.7354752625 6067958.805721236),"SRID=3857;POLYGON((777391.860458521 6068125.14508286,777400.777149734 6068041.04533277,777400.743753887 6068022.82769281,777403.215046582 6067996.74341176,777454.165977518 6067878.06507053,777476.407611779 6067826.89112982,777492.248375319 6067836.49657125,777532.746406069 6067861.05674001,777545.993425474 6067844.7274494,777559.362896318 6067816.49076739,777583.508093871 6067803.30816044,777592.391389236 6067805.99105118,777601.241288754 6067808.67394275,777623.883673182 6067826.59303009,777649.887906231 6067824.50633223,777665.027356979 6067835.78444333,777648.785843272 6067844.37966566,777637.798609531 6067860.37773238,777634.347705316 6067875.41527973,777622.180484973 6067917.94452052,777621.534831926 6067920.1802925,777616.202628317 6067938.79518685,777598.068683267 6067965.1111515,777558.416680646 6067996.1140777,777552.104865518 6067995.93190206,777521.636720888 6068024.02011897,777508.501020975 6068074.35059051,777494.708536065 6068095.8144151,777476.641382709 6068095.20163541,777422.395394846 6068153.66432593,777391.860458521 6068125.14508286))"
