service;adresse_geographique;telephone;departement;code_commune_insee;voie;code_postal;commune;geocodage_epsg;geocodage_x;geocodage_y;geocodage_x_GPS;geocodage_y_GPS
"Commissariat de police de Strasbourg - Secteur Neuhof";"8 Rue Jean Mermoz$67000 STRASBOURG";"+33 3 69 73 87 80";"67";"67482";"8 Rue Jean Mermoz";"67000";"STRASBOURG";"";"";"";"7.77095631";"48.54689147"
"Commissariat de police de Strasbourg - Secteur Robertsau";"9 Rue de la papeterie$67000 STRASBOURG";"+33 3 69 73 87 40";"67";"67482";"9 Rue de la papeterie";"67000";"STRASBOURG";"";"";"";"7.78234634";"48.610753"
"Commissariat de police de Colmar";"2 Rue de la cavalerie$68000 COLMAR";"+33 3 89 29 47 00";"68";"68066";"2 Rue de la cavalerie";"68000";"COLMAR";"";"";"";"7.36399054";"48.08126787"
"Commissariat de police de Mulhouse";"43 Rue de la Mertzau$68100 MULHOUSE";"+33 3 89 56 88 00";"68";"68224";"43 Rue de la Mertzau";"68100";"MULHOUSE";"";"";"";"7.33291037";"47.76009092"
"Commissariat de police de Mulhouse - Secteur Nord";"17 Rue de Gunsbach$68100 MULHOUSE";"+33 3 89 50 70 21";"68";"68224";"17 Rue de Gunsbach";"68100";"MULHOUSE";"";"";"";"7.32462347";"47.77026761"
"Commissariat de police de Mulhouse - Secteur Ouest";"15 Rue du docteur Alphonse Kienzler$68200 MULHOUSE";"+33 3 69 21 87 36";"68";"68224";"15 Rue du docteur Alphonse Kienzler";"68200";"MULHOUSE";"";"";"";"7.300712";"47.736833"
"Commissariat de police de Mulhouse - Secteur Sud";"21 Avenue Georges Clémenceau$68100 MULHOUSE";"+33 3 89 66 97 60";"68";"68224";"21 Avenue Georges Clémenceau";"68100";"MULHOUSE";"";"";"";"7.3394425";"47.74420988"
"Commissariat de police de Saint-Louis";"5 Rue du Jura$68300 ST LOUIS";"+33 3 89 70 99 20";"68";"68297";"5 Rue du Jura";"68300";"ST LOUIS";"";"";"";"7.5707116";"47.58782162"
"Commissariat de police de Wittenheim";"24 Rue d'Ensisheim$68270 WITTENHEIM";"+33 3 89 62 51 00";"68";"68376";"24 Rue d'Ensisheim";"68270";"WITTENHEIM";"";"";"";"7.33973462";"47.81046309"
"Commissariat de police d'Ecully";"2 Chemin du chancelier$69130 ECULLY";"+33 4 78 33 53 54";"69";"69081";"2 Chemin du chancelier";"69130";"ECULLY";"";"";"";"4.77469704";"45.77618945"
"Commissariat de police d'Oullins";"8 Rue Diderot$69600 OULLINS";"+33 4 72 39 03 21";"69";"69149";"8 Rue Diderot";"69600";"OULLINS";"";"";"";"4.80964104";"45.71436464"
"Commissariat de police de Bron";"195 Avenue Franklin Roosevelt$69500 BRON";"+33 4 72 14 97 40";"69";"69029";"195 Avenue Franklin Roosevelt";"69500";"BRON";"";"";"";"4.91299224";"45.73221443"
"Commissariat de police de Caluire-et-Cuire";"1 Place du Docteur Frédéric Dugoujon$69300 CALUIRE ET CUIRE";"+33 4 72 27 06 14";"69";"69034";"1 Place du Docteur Frédéric Dugoujon";"69300";"CALUIRE ET CUIRE";"";"";"";"4.84602969";"45.79882889"
"Commissariat de police de Givors";"1 Rue Pierre Semard$69700 GIVORS";"+33 4 72 49 26 50";"69";"69091";"1 Rue Pierre Semard";"69700";"GIVORS";"";"";"";"4.76865591";"45.58557512"
"Commissariat de police de Lyon 1er et 4ème";"18 Place Louis Pradel$69001 LYON 01";"+33 4 37 26 25 40";"69";"69381";"18 Place Louis Pradel";"69001";"LYON 01";"";"";"";"4.83784953";"45.76827552"
"Commissariat de police de Lyon 2ème";"47 Rue de la charité$69002 LYON 02";"+33 4 78 42 26 56";"69";"69382";"47 Rue de la charité";"69002";"LYON 02";"";"";"";"4.83067218";"45.75097949"
"Commissariat de police de Lyon 3ème et 6ème";"11 Rue Saint Jacques$69003 LYON 03";"+33 4 72 82 15 00";"69";"69383";"11 Rue Saint Jacques";"69003";"LYON 03";"";"";"";"4.84595735";"45.7570114"
"Commissariat de police de Lyon 4ème";"3 Rue de la terrasse$69004 LYON 04";"+33 4 72 07 40 50";"69";"69384";"3 Rue de la terrasse";"69004";"LYON 04";"";"";"";"4.8305076";"45.77459784"
"Commissariat de police de Lyon 5ème";"15 Rue des anges$69005 LYON 05";"+33 4 72 38 83 50";"69";"69385";"15 Rue des anges";"69005";"LYON 05";"";"";"";"4.81323025";"45.75662983"
"Commissariat de police de Lyon 7ème et 8ème";"40 Rue Marius Berliet$69008 LYON 08";"+33 4 72 78 01 40";"69";"69388";"40 Rue Marius Berliet";"69008";"LYON 08";"";"";"";"4.85940196";"45.7435361"
"Commissariat de police de Lyon 9ème";"29 Rue Berjon$69009 LYON 09";"+33 4 72 85 60 70";"69";"69389";"29 Rue Berjon";"69009";"LYON 09";"";"";"";"4.79786768";"45.77661958"
"Commissariat de police de Meyzieu";"8 Avenue du Dauphiné$69330 MEYZIEU";"+33 4 72 45 12 30";"69";"69282";"8 Avenue du Dauphiné";"69330";"MEYZIEU";"";"";"";"5.00521704";"45.76400432"
"Commissariat de police de Rillieux-la-pape";"12 Rue du Bottet$69140 RILLIEUX LA PAPE";"+33 4 72 88 78 30";"69";"69286";"12 Rue du Bottet";"69140";"RILLIEUX LA PAPE";"";"";"";"4.90048005";"45.81803061"
"Commissariat de police de Saint-Priest";"13 Rue du Docteur Gallavardin$69800 ST PRIEST";"+33 4 78 20 20 60";"69";"69290";"13 Rue du Docteur Gallavardin";"69800";"ST PRIEST";"";"";"";"4.93758455";"45.69377088"
"Commissariat de police de Vaulx-en-Velin";"1 Avenue Georges Dimitrov$69120 VAULX EN VELIN";"+33 4 37 45 30 80";"69";"69256";"1 Avenue Georges Dimitrov";"69120";"VAULX EN VELIN";"";"";"";"4.92162237";"45.776749"
"Commissariat de police de Villefranche sur Saône";"739 Rue Ampère$69400 VILLEFRANCHE SUR SAONE";"+33 4 74 09 49 29";"69";"69264";"739 Rue Ampère";"69400";"VILLEFRANCHE SUR SAONE";"";"";"";"4.7305331";"45.98676328"
"Commissariat de police de Villeurbanne";"225 Cours Emile Zola$69100 VILLEURBANNE";"+33 4 72 69 10 60";"69";"69266";"225 Cours Emile Zola";"69100";"VILLEURBANNE";"";"";"";"4.88531706";"45.76851585"
"Commissariat de police de Vénissieux";"9 Avenue Marcel Houel$69200 VENISSIEUX";"+33 4 72 50 04 76";"69";"69259";"9 Avenue Marcel Houel";"69200";"VENISSIEUX";"";"";"";"4.88640332";"45.69688188"
"Commissariat de police de Héricourt";"1 Rue André Boulloche$70400 HERICOURT";"+33 3 84 36 64 22";"70";"70285";"1 Rue André Boulloche";"70400";"HERICOURT";"";"";"";"6.75588097";"47.57466445"
"Commissariat de police de Vesoul";"Place du 11ème chasseurs$70000 VESOUL";"+33 3 84 96 34 00";"70";"70550";"Place du 11ème chasseurs";"70000";"VESOUL";"";"";"";"6.15143055";"47.62002791"
"Commissariat de police de Chalon sur Saône";"4 Rue du Docteur Emile Roux$71100 CHALON SUR SAONE";"+33 3 85 90 66 00";"71";"71076";"4 Rue du Docteur Emile Roux";"71100";"CHALON SUR SAONE";"";"";"";"4.85102004";"46.787852"
"Commissariat de police de Le Creusot";"16 Rue Mamby$71200 LE CREUSOT";"+33 3 85 77 05 25";"71";"71153";"16 Rue Mamby";"71200";"LE CREUSOT";"";"";"";"4.43058246";"46.80959234"
"Commissariat de police de Macon";"36 Rue de Lyon$71000 MACON";"+33 3 85 32 63 63";"71";"71270";"36 Rue de Lyon";"71000";"MACON";"";"";"";"4.82204578";"46.29801993"
"Commissariat de police de Montceau les Mines";"8 Rue Barbès$71300 MONTCEAU LES MINES";"+33 3 85 67 41 00";"71";"71306";"8 Rue Barbès";"71300";"MONTCEAU LES MINES";"";"";"";"4.36423761";"46.66960149"
"Commissariat de police d'Allonnes";"Carrefour de Breil$72700 ALLONNES";"+33 2 43 47 98 05";"72";"72003";"Carrefour de Breil";"72700";"ALLONNES";"";"";"";"0.15395231";"47.97175702"
"Commissariat de police de Coulaines";"1 Rue de Monaco$72190 COULAINES";"+33 2 55 46 21 29";"72";"72095";"1 Rue de Monaco";"72190";"COULAINES";"";"";"";"0.19819406";"48.02333368"
"Commissariat de police du Mans";"19 Boulevard Paixhans$72000 LE MANS";"+33 2 55 46 20 00";"72";"72181";"19 Boulevard Paixhans";"72000";"LE MANS";"";"";"";"0.20653244";"47.99666494"
"Commissariat de police du Mans - Secteur Sablons";"45 Boulevard Winston Churchill$72000 LE MANS";"+33 2 55 46 21 67";"72";"72181";"45 Boulevard Winston Churchill";"72000";"LE MANS";"";"";"";"0.220264";"47.990521"
"Commissariat de police du Mans - Secteur Sud";"17 Avenue Georges Durand$72000 LE MANS";"+33 2 43 84 26 84";"72";"72181";"17 Avenue Georges Durand";"72000";"LE MANS";"";"";"";"0.21130235";"47.98227344"
"Commissariat de police d'Aix les Bains";"9 bis Avenue Victoria$73100 AIX LES BAINS";"+33 4 79 35 00 25";"73";"73008";"9 bis Avenue Victoria";"73100";"AIX LES BAINS";"";"";"";"5.91131925";"45.6898291"
"Commissariat de police d'Albertville";"1 Rue Jacques Porraz$73200 ALBERTVILLE";"+33 4 79 32 43 57";"73";"73011";"1 Rue Jacques Porraz";"73200";"ALBERTVILLE";"";"";"";"6.39173675";"45.67463711"
"Commissariat de police de Chambéry";"585 Avenue de la Boisse$73000 CHAMBERY";"+33 4 79 62 84 00";"73";"73065";"585 Avenue de la Boisse";"73000";"CHAMBERY";"";"";"";"5.91586077";"45.57554805"
"Commissariat de police d'Annecy";"17 Rue des Marquisats$74000 ANNECY";"+33 4 50 52 32 00";"74";"74010";"17 Rue des Marquisats";"74000";"ANNECY";"";"";"";"6.13157402";"45.89702272"
"Commissariat de police d'Annecy - Cran-Gevrier";"14 Avenue des harmonies$74000 ANNECY";"+33 4 50 11 81 26";"74";"74010";"14 Avenue des harmonies";"74000";"ANNECY";"";"";"";"6.12870147";"45.8990967"
"Commissariat de police d'Annemasse";"9 Rue des Glières$74100 ANNEMASSE";"+33 4 57 26 02 00";"74";"74012";"9 Rue des Glières";"74100";"ANNEMASSE";"";"";"";"6.24587516";"46.19506436"
"Commissariat de police de Léman";"3 Rue de l'hôtel Dieu$74200 THONON LES BAINS";"+33 4 80 00 21 00";"74";"74281";"3 Rue de l'hôtel Dieu";"74200";"THONON LES BAINS";"";"";"";"6.47871938";"46.36964285"
"Centre de police Saint-Sulpice du 6ème arrondissement";"78 Rue Bonaparte$75006 PARIS 06";"3430 (non surtaxé)";"75";"75106";"78 Rue Bonaparte";"75006";"PARIS 06";"";"";"";"2.33275515";"48.85062141"
"Commissariat de police de Paris 10ème arrondissement – BDEP";"45 Rue de Chabrol$75010 PARIS 10";"3430 (non surtaxé)";"75";"75110";"45 Rue de Chabrol";"75010";"PARIS 10";"";"";"";"2.35267122";"48.87687781"
"Commissariat de police de Paris 11ème arrondissement";"12 Passage Charles Dallery$75011 PARIS 11";"3430 (non surtaxé)";"75";"75111";"12 Passage Charles Dallery";"75011";"PARIS 11";"";"";"";"2.37833346";"48.85411821"
"Commissariat de police de Paris 12ème arrondissement";"80 Avenue Daumesnil$75012 PARIS 12";"3430 (non surtaxé)";"75";"75112";"80 Avenue Daumesnil";"75012";"PARIS 12";"";"";"";"2.38146716";"48.84428803"
"Commissariat de police de Paris 13ème arrondissement";"144 Boulevard de l'Hôpital$75013 PARIS 13";"3430 (non surtaxé)";"75";"75113";"144 Boulevard de l'Hôpital";"75013";"PARIS 13";"";"";"";"2.3564379";"48.83283141"
"Commissariat de police de Paris 14ème arrondissement";"15 Avenue du Général Leclerc$75014 PARIS 14";"3430 (non surtaxé)";"75";"75114";"15 Avenue du Général Leclerc";"75014";"PARIS 14";"";"";"";"2.331065";"48.832368"
"Commissariat de police de Paris 15ème arrondissement";"250 Rue de Vaugirard$75015 PARIS 15";"3430 (non surtaxé)";"75";"75115";"250 Rue de Vaugirard";"75015";"PARIS 15";"";"";"";"2.30228186";"48.83992208"
"Commissariat de police de Paris 16ème arrondissement";"62 Avenue Mozart$75016 PARIS 16";"3430 (non surtaxé)";"75";"75116";"62 Avenue Mozart";"75016";"PARIS 16";"";"";"";"2.2689447";"48.85400352"
"Commissariat de police de Paris 17ème arrondissement";"19 Rue Truffaut$75017 PARIS 17";"3430 (non surtaxé)";"75";"75117";"19 Rue Truffaut";"75017";"PARIS 17";"";"";"";"2.32230101";"48.88514452"
"Commissariat de police de Paris 18ème arrondissement";"79 Rue de Clignancourt$75018 PARIS 18";"3430 (non surtaxé)";"75";"75118";"79 Rue de Clignancourt";"75018";"PARIS 18";"";"";"";"2.34819886";"48.88965839"
"Commissariat de police de Paris 19ème arrondissement";"3 Rue Erik Satie$75019 PARIS 19";"3430 (non surtaxé)";"75";"75119";"3 Rue Erik Satie";"75019";"PARIS 19";"";"";"";"2.38623042";"48.88428431"
"Commissariat de police de Paris 20ème arrondissement";"3 Rue des Gâtines$75020 PARIS 20";"3430 (non surtaxé)";"75";"75120";"3 Rue des Gâtines";"75020";"PARIS 20";"";"";"";"2.39729169";"48.86506159"
"Commissariat de police de Paris 4ème arrondissement";"27 Boulevard Bourdon$75004 PARIS 04";"3430 (non surtaxé)";"75";"75104";"27 Boulevard Bourdon";"75004";"PARIS 04";"";"";"";"2.3672448";"48.85089584"
"Commissariat de police de Paris 5ème et 6ème arrondissement";"4 Rue Montagne Sainte Geneviève$75005 PARIS 05";"3430 (non surtaxé)";"75";"75105";"4 Rue Montagne Sainte Geneviève";"75005";"PARIS 05";"";"";"";"2.34722738";"48.84669521"
"Commissariat de police de Paris 7ème arrondissement";"7 Rue Fabert$75007 PARIS 07";"3430 (non surtaxé)";"75";"75107";"7 Rue Fabert";"75007";"PARIS 07";"";"";"";"2.31150214";"48.86189322"
"Commissariat de police de Paris 8ème arrondissement – BDEP";"1 Rue de Lisbonne$75008 PARIS 08";"3430 (non surtaxé)";"75";"75108";"1 Rue de Lisbonne";"75008";"PARIS 08";"";"";"";"2.31810816";"48.87780132"
"Commissariat de police de Paris 9ème arrondissement";"14 Rue Chauchat$75009 PARIS 09";"3430 (non surtaxé)";"75";"75109";"14 Rue Chauchat";"75009";"PARIS 09";"";"";"";"2.33967334";"48.87355761"
"Commissariat de police de Paris Centre";"61 Rue Jean-Jacques Rousseau$75003 PARIS 03";"3430 (non surtaxé)";"75";"75103";"61 Rue Jean-Jacques Rousseau";"75003";"PARIS 03";"";"";"";"2.3443128";"48.8645432"
"Service de l'accueil et de l'investigation de proximité du 18ème arrondissement";"34 Rue de la Goutte d'Or$75018 PARIS 18";"3430 (non surtaxé)";"75";"75118";"34 Rue de la Goutte d'Or";"75018";"PARIS 18";"";"";"";"2.35184869";"48.88503598"
"Commissariat de police d'Elbeuf";"Rue de la prairie$76500 ELBEUF";"+33 2 35 81 76 99";"76";"76231";"Rue de la prairie";"76500";"ELBEUF";"";"";"";"1.0039656";"49.29280318"
"Commissariat de police d'Harfleur";"22 Rue Jehan de Grouchy$76700 HARFLEUR";"+33 2 35 45 42 07";"76";"76341";"22 Rue Jehan de Grouchy";"76700";"HARFLEUR";"";"";"";"0.19944083";"49.50539817"
"Commissariat de police de Bois-Guillaume";"544 Route de Darnétal$76230 BOIS GUILLAUME";"+33 2 76 52 84 00";"76";"76108";"544 Route de Darnétal";"76230";"BOIS GUILLAUME";"";"";"";"1.12547925";"49.46856576"
"Commissariat de police de Bolbec";"65 Rue Thiers$76210 BOLBEC";"+33 2 32 84 56 60";"76";"76114";"65 Rue Thiers";"76210";"BOLBEC";"";"";"";"0.47140957";"49.56916868"
"Commissariat de police de Canteleu";"Place des armes$76380 CANTELEU";"+33 2 35 36 09 91";"76";"76157";"Place des armes";"76380";"CANTELEU";"";"";"";"1.03475887";"49.44874393"
"Commissariat de police de Darnétal";"Rue de 19 mars 1962$76160 DARNETAL";"+33 2 76 52 84 10";"76";"76212";"Rue de 19 mars 1962";"76160";"DARNETAL";"";"";"";"1.14562977";"49.4391837"
"Commissariat de police de Dieppe";"Boulevard Georges Clémenceau$76200 DIEPPE";"+33 2 76 52 83 50";"76";"76217";"Boulevard Georges Clémenceau";"76200";"DIEPPE";"";"";"";"1.08149479";"49.92227982"
"Commissariat de police de Fécamp";"13 bis Rue de l'inondation$76400 FECAMP";"+33 2 35 10 45 00";"76";"76259";"13 bis Rue de l'inondation";"76400";"FECAMP";"";"";"";"0.3801569";"49.75640764"
"Commissariat de police de Grand-Couronne";"24 Place de la République$76530 GRAND COURONNE";"+33 2 76 52 85 45";"76";"76319";"24 Place de la République";"76530";"GRAND COURONNE";"";"";"";"1.00887554";"49.35747532"
"Commissariat de police de Le Grand-Quevilly";"Boulevard Maurice Ravel$76120 LE GRAND QUEVILLY";"+33 2 35 69 69 78";"76";"76322";"Boulevard Maurice Ravel";"76120";"LE GRAND QUEVILLY";"";"";"";"1.04715696";"49.40983074"
"Commissariat de police de Le Havre";"196 Boulevard de Strasbourg$76600 LE HAVRE";"+33 2 32 74 37 00";"76";"76351";"196 Boulevard de Strasbourg";"76600";"LE HAVRE";"";"";"";"0.12031169";"49.49234453"
"Commissariat de police de Le Havre - Secteur Bord de mer";"35 Rue Alma$76600 LE HAVRE";"+33 2 35 42 22 95";"76";"76351";"35 Rue Alma";"76600";"LE HAVRE";"";"";"";"0.09905016";"49.49623317"
"Commissariat de police de Le Havre - Secteur Caucriauville";"8 Avenue Vladimir Komarov$76600 LE HAVRE";"+33 2 76 52 85 65";"76";"76351";"8 Avenue Vladimir Komarov";"76600";"LE HAVRE";"";"";"";"0.18164";"49.5059"
"Commissariat de police de Le Havre - Secteur Eure-Brindeau";"66 Rue Ferrer$76600 LE HAVRE";"+33 2 35 24 40 23";"76";"76351";"66 Rue Ferrer";"76600";"LE HAVRE";"";"";"";"0.14153755";"49.48999987"
"Commissariat de police de Le Havre - Secteur Mont Gaillard";"1 Rue Miroglio$76600 LE HAVRE";"+33 2 35 54 66 10";"76";"76351";"1 Rue Miroglio";"76600";"LE HAVRE";"";"";"";"0.11516036";"49.52141635"
"Commissariat de police de Le Petit-Quevilly";"88 Rue Jacquard$76140 LE PETIT QUEVILLY";"+33 2 35 72 29 56";"76";"76498";"88 Rue Jacquard";"76140";"LE PETIT QUEVILLY";"";"";"";"1.06248081";"49.42996597"
"Commissariat de police de Lillebonne";"23 Rue Edmond Pigoreau$76170 LILLEBONNE";"+33 2 35 38 34 11";"76";"76384";"23 Rue Edmond Pigoreau";"76170";"LILLEBONNE";"";"";"";"0.53520485";"49.52091824"
"Commissariat de police de Maromme";"Place Saint Just$76150 MAROMME";"+33 2 35 74 28 06";"76";"76410";"Place Saint Just";"76150";"MAROMME";"";"";"";"1.0427699";"49.48114931"
"Commissariat de police de Montivilliers";"10 Place du Commandant O'Reilly$76290 MONTIVILLIERS";"+33 2 35 30 07 14";"76";"76447";"10 Place du Commandant O'Reilly";"76290";"MONTIVILLIERS";"";"";"";"0.18831211";"49.54538595"
"Commissariat de police de Oissel";"20 Rue Jules Verne$76350 OISSEL";"+33 2 35 64 70 62";"76";"76484";"20 Rue Jules Verne";"76350";"OISSEL";"";"";"";"1.09942674";"49.34113535"
"Commissariat de police de Rouen";"9 Rue Brisout de Barneville$76000 ROUEN";"+33 2 32 81 25 00";"76";"76540";"9 Rue Brisout de Barneville";"76000";"ROUEN";"";"";"";"1.08047829";"49.43453944"
"Commissariat de police de Rouen - Secteur Beauvoisine";"44 Boulevard d'Yser$76000 ROUEN";"+33 2 35 07 85 70";"76";"76540";"44 Boulevard d'Yser";"76000";"ROUEN";"";"";"";"1.09928271";"49.44837581"
"Commissariat de police de Rouen - Secteur les Sapins";"Place du Châtelet$76000 ROUEN";"+33 2 35 60 04 05";"76";"76540";"Place du Châtelet";"76000";"ROUEN";"";"";"";"1.13421366";"49.46197195"
"Commissariat de police de Saint-Étienne-du-Rouvray";"31 Avenue Olivier Goubert$76800 ST ETIENNE DU ROUVRAY";"+33 2 76 52 84 70";"76";"76575";"31 Avenue Olivier Goubert";"76800";"ST ETIENNE DU ROUVRAY";"";"";"";"1.10467804";"49.3808711"
"Commissariat de police de Sotteville-lès-Rouen";"230 Rue Garibaldi$76300 SOTTEVILLE LES ROUEN";"+33 2 35 72 28 22";"76";"76681";"230 Rue Garibaldi";"76300";"SOTTEVILLE LES ROUEN";"";"";"";"1.0912911";"49.41708702"
"Commissariat de police de Brie-Comte-Robert";"2 Boulevard Jean Jaurès$77170 BRIE COMTE ROBERT";"+33 1 70 29 32 10";"77";"77053";"2 Boulevard Jean Jaurès";"77170";"BRIE COMTE ROBERT";"";"";"";"2.60886662";"48.693184"
"Commissariat de police de Champs sur Marne";"34 Boulevard de Nesles$77420 CHAMPS SUR MARNE";"+33 1 64 68 07 53";"77";"77083";"34 Boulevard de Nesles";"77420";"CHAMPS SUR MARNE";"";"";"";"2.6028793";"48.85229909"
"Commissariat de police de Chelles";"2 Avenue de Claye$77500 CHELLES";"+33 1 60 93 20 00";"77";"77108";"2 Avenue de Claye";"77500";"CHELLES";"";"";"";"2.59770423";"48.87937791"
"Commissariat de police de Chessy";"Rue du grand secours$77700 CHESSY";"+33 1 60 43 63 00";"77";"77111";"Rue du grand secours";"77700";"CHESSY";"";"";"";"2.78624079";"48.86103859"
"Commissariat de police de Combs-la-Ville";"1 Rue Pablo Picasso$77380 COMBS LA VILLE";"+33 1 60 34 27 30";"77";"77122";"1 Rue Pablo Picasso";"77380";"COMBS LA VILLE";"";"";"";"2.56320556";"48.65810924"
"Commissariat de police de Coulommiers";"19 Rue du palais de Justice$77120 COULOMMIERS";"+33 1 64 75 63 90";"77";"77131";"19 Rue du palais de Justice";"77120";"COULOMMIERS";"";"";"";"3.08665521";"48.81343594"
"Commissariat de police de Dammarie-les-Lys";"462 Avenue du Lys$77190 DAMMARIE LES LYS";"+33 1 64 79 41 00";"77";"77152";"462 Avenue du Lys";"77190";"DAMMARIE LES LYS";"";"";"";"2.6284773";"48.51828137"
"Commissariat de police de Fontainebleau";"11 bis Place de la République$77300 FONTAINEBLEAU";"+33 1 60 71 58 00";"77";"77186";"11 bis Place de la République";"77300";"FONTAINEBLEAU";"";"";"";"2.7006464";"48.40632046"
"Commissariat de police de Lagny sur Marne";"9 Allée Vieille et Gentil$77400 LAGNY SUR MARNE";"+33 1 64 12 68 68";"77";"77243";"9 Allée Vieille et Gentil";"77400";"LAGNY SUR MARNE";"";"";"";"2.70477865";"48.8760607"
"Commissariat de police de Lognes";"27 Grande Allée des charmilles$77185 LOGNES";"+33 1 64 11 07 68";"77";"77258";"27 Grande Allée des charmilles";"77185";"LOGNES";"";"";"";"2.63239983";"48.83763878"
"Commissariat de police de Meaux";"Avenue Salvador Allende$77100 MEAUX";"+33 1 60 23 32 17";"77";"77284";"Avenue Salvador Allende";"77100";"MEAUX";"";"";"";"2.8916533";"48.95513027"
"Commissariat de police de Melun Val de Seine";"51 Rue du Général de Gaulle$77000 MELUN";"+33 1 60 56 67 77";"77";"77288";"51 Rue du Général de Gaulle";"77000";"MELUN";"";"";"";"2.66063697";"48.54289959"
"Commissariat de police de Melun Val de Seine - Secteur du Mée-sur-Seine";"153 Allée de la gare$77350 LE MEE SUR SEINE";"+33 1 60 68 69 11";"77";"77285";"153 Allée de la gare";"77350";"LE MEE SUR SEINE";"";"";"";"2.62583071";"48.54120346"
"Commissariat de police de Moissy Cramayel Sénart";"892 Avenue Jean Jaurès$77550 MOISSY CRAMAYEL";"+33 1 64 13 50 00";"77";"77296";"892 Avenue Jean Jaurès";"77550";"MOISSY CRAMAYEL";"";"";"";"2.57375345";"48.6274535"
"Commissariat de police de Monterau-Fault-Yonne - Secteur Surville";"9 Rue Fleur Begne$77130 MONTEREAU FAULT YONNE";"+33 1 60 57 59 20";"77";"77305";"9 Rue Fleur Begne";"77130";"MONTEREAU FAULT YONNE";"";"";"";"2.95540682";"48.39667193"
"Commissariat de police de Montereau Fault Yonne";"5 Avenue du Maréchal Leclerc$77130 MONTEREAU FAULT YONNE";"+33 1 64 69 39 30";"77";"77305";"5 Avenue du Maréchal Leclerc";"77130";"MONTEREAU FAULT YONNE";"";"";"";"2.95504844";"48.37997799"
"Commissariat de police de Morêt-sur-Loing";"5 Avenue Jean Jaurès$77250 MORET LOING ET ORVANNE";"+33 1 64 70 56 36";"77";"77316";"5 Avenue Jean Jaurès";"77250";"MORET LOING ET ORVANNE";"";"";"";"2.81137938";"48.37455164"
"Commissariat de police de Nemours";"1 Avenue du Général de Gaulle$77140 NEMOURS";"+33 1 64 78 50 20";"77";"77333";"1 Avenue du Général de Gaulle";"77140";"NEMOURS";"";"";"";"2.70351694";"48.26751849"
"Commissariat de police de Noisiel";"Cours du Luzard$77186 NOISIEL";"+33 1 64 11 28 28";"77";"77337";"Cours du Luzard";"77186";"NOISIEL";"";"";"";"2.61672323";"48.84712932"
"Commissariat de police de Noisiel - Secteur Ozoir-la-Ferrière";"4 Rue Jean Mermoz$77330 OZOIR LA FERRIERE";"+33 1 60 18 52 90";"77";"77350";"4 Rue Jean Mermoz";"77330";"OZOIR LA FERRIERE";"";"";"";"2.67354351";"48.76113353"
"Commissariat de police de Noisiel - Secteur Roissy en Brie";"47 Rue Pasteur$77680 ROISSY EN BRIE";"+33 1 60 28 10 05";"77";"77390";"47 Rue Pasteur";"77680";"ROISSY EN BRIE";"";"";"";"2.64971561";"48.79016094"
"Commissariat de police de Pontault Combault";"162 Avenue de la République$77340 PONTAULT COMBAULT";"+33 1 64 43 65 65";"77";"77373";"162 Avenue de la République";"77340";"PONTAULT COMBAULT";"";"";"";"2.6052271";"48.79891894"
"Commissariat de police de Provins";"44 Avenue Alain Peyrefitte$77160 PROVINS";"+33 1 60 52 21 30";"77";"77379";"44 Avenue Alain Peyrefitte";"77160";"PROVINS";"";"";"";"3.29985129";"48.56225119"
"Commissariat de police de Savigny-le-Temple";"2 Place du 19 mars 1962$77176 SAVIGNY LE TEMPLE";"+33 1 64 19 24 00";"77";"77445";"2 Place du 19 mars 1962";"77176";"SAVIGNY LE TEMPLE";"";"";"";"2.58255644";"48.5955442"
"Commissariat de police de Torcy";"33 Rue de Paris$77200 TORCY";"+33 1 60 37 76 80";"77";"77468";"33 Rue de Paris";"77200";"TORCY";"";"";"";"2.65299789";"48.85076398"
"Commissariat de police de Villeparisis";"79 Avenue du Général de Gaulle$77270 VILLEPARISIS";"+33 1 60 21 36 50";"77";"77514";"79 Avenue du Général de Gaulle";"77270";"VILLEPARISIS";"";"";"";"2.60843035";"48.94454471"
"Commissariat de police d'Elancourt";"1 Rue du théâtre$78990 ELANCOURT";"+33 1 30 69 64 00";"78";"78208";"1 Rue du théâtre";"78990";"ELANCOURT";"";"";"";"1.94879022";"48.76564773"
"Commissariat de police de Conflans-Sainte-Honorine";"1 Square de Ramsgate$78700 CONFLANS STE HONORINE";"+33 1 34 90 47 57";"78";"78172";"1 Square de Ramsgate";"78700";"CONFLANS STE HONORINE";"";"";"";"2.09374859";"48.99336973"
"Commissariat de police de Fontenay-Le-Fleury";"3 Avenue Jean Lurçat$78330 FONTENAY LE FLEURY";"+33 1 30 14 63 30";"78";"78242";"3 Avenue Jean Lurçat";"78330";"FONTENAY LE FLEURY";"";"";"";"2.04726415";"48.81100477"
"Commissariat de police de Guyancourt";"1 Rue de la division Leclerc$78280 GUYANCOURT";"+33 1 30 48 26 70";"78";"78297";"1 Rue de la division Leclerc";"78280";"GUYANCOURT";"";"";"";"2.0514478";"48.7862393"
"Commissariat de police de Houilles";"80 Rue Hoche$78800 HOUILLES";"+33 1 61 04 76 00";"78";"78311";"80 Rue Hoche";"78800";"HOUILLES";"";"";"";"2.18588652";"48.92573098"
